case,phase,events,completed,failed,output_throughput,request_throughput,duration,total_input_tokens,total_output_tokens,mean_ttft_ms,median_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_tpot_ms,p95_tpot_ms,mean_itl_ms,p95_itl_ms,mean_e2el_ms,p95_e2el_ms
C1,warmup-01,0,128,0,733.2634105973135,0.716077549411439,178.75158927298617,1042149,131072,10914.93376346807,9729.856211517472,25464.83459204319,25468.328681987477,31.973850017556657,46.344765619369575,31.97385051195282,29.137430177070197,43624.18233142853,53369.06018271693
C1,measurement-01,0,128,0,921.6788667687093,0.9000770183288177,142.21005246602,1042149,131072,3923.4181830988746,2921.2003810098395,11228.228142141596,13089.384246506961,29.67693905800146,30.684540534528786,29.6769394757298,29.27760266466066,34282.92683943437,41134.00349692092
C1,measurement-02,0,128,0,933.1801503519712,0.9113087405780969,140.45733822195325,1042149,131072,3470.551248281481,2334.7554184729233,11071.334608021425,12875.566881033594,29.68131180672463,30.936098804655064,29.681312203571043,29.487044888082888,33834.53322656078,41929.90893703536
C1,measurement-03,0,128,0,927.633579856891,0.9058921678289951,141.29717039805837,1042149,131072,3690.1096239198523,2620.5847539240494,11078.718440653756,12971.80664608488,29.88842075223981,31.38940949737206,29.88842117399553,29.469831002643332,34265.964053461175,41356.304929807084
C2,warmup-01,16,128,0,875.432634155513,0.8549146817924932,149.72254275903106,1042149,131072,5442.1834103868605,3722.3643895122223,16777.247151202755,23564.202475351052,29.964591938087082,44.66255944453108,29.96459242321494,25.60995772946626,36095.96096304995,52214.56042312201
C2,measurement-01,0,128,0,1053.3572248982105,1.0286691649396587,124.43262067402247,1042149,131072,3375.0108899339466,3149.5118140010163,6003.634293330833,6588.9649397472385,26.226437342870334,35.01600756733027,26.226437835571087,25.67480619181879,30204.6562916903,38868.961771082824
C2,measurement-02,0,128,0,1112.1047773533555,1.0860398216341363,117.85939838504419,1042149,131072,3302.8980188437345,3104.719519498758,5997.442480444442,6729.402376706712,25.081933196963533,28.29466128518931,25.08193369009192,25.156190572306514,28961.71567933743,31935.379287338576
C2,measurement-03,0,128,0,991.5342983535356,0.9682952132358746,132.1910903310636,1042149,131072,3604.2333613831943,3161.2738949479535,6631.614727847045,9115.032074135961,27.491548886812485,35.547667492887975,27.491549338109447,25.71231064503081,31728.08787259237,39243.47214343142
