sample_id,node,configuration,workload,purpose,scope,gpu_group,deployment_count,tp,pp,dp,ep,global_capacity,prefill_tokens_per_rank,prefill_tokens_service,global_concurrency,concurrency,repetition,successful_requests,failed_requests,duration_s,output_tokens_per_s,requests_per_s,actual_input_tokens,actual_output_tokens,mean_ttft_ms,p95_ttft_ms,mean_tpot_ms,p95_tpot_ms,mean_itl_ms,p95_itl_ms,mean_e2el_ms,p95_e2el_ms,output_tokens_per_s_common_window,start_skew_s,overlap_s,runner_gate,resource_status
gpu-6000d-47-tp4-dp2-epon-dsv4-node8-8192-1024-c32-c32-r02-node,gpu-6000d-47,tp4-dp2-epon,dsv4-node8-8192-1024-c32,performance,node,"0,1,2,3,4,5,6,7",1,4,1,2,on,64,8192,16384,32,32,2,128,0,139.35678594373167,940.5498204653139,0.9185056840481581,1048576,131072,5982.009598814329,13567.361046327278,28.173150176504922,31.43773488192851,28.173150644687542,21.84463648591191,34803.142229378864,43946.37106156442,940.5498204653139,0.0,139.35678594373167,PASS,accepted-background
gpu-6000d-47-tp4-dp2-epon-dsv4-node8-8192-1024-c32-c32-r02-replica-0,gpu-6000d-47,tp4-dp2-epon,dsv4-node8-8192-1024-c32,performance,replica-0,"0,1,2,3,4,5,6,7",1,4,1,2,on,64,8192,16384,32,32,2,128,0,139.35678594373167,940.5498204653139,0.9185056840481581,1048576,131072,5982.009598814329,13567.361046327278,28.173150176504922,31.43773488192851,28.173150644687542,21.844636485911902,34803.142229378864,43946.37106156442,940.5498204653139,0.0,139.35678594373167,PASS,accepted-background
gpu-6000d-47-tp4-dp2-epon-dsv4-node8-8192-1024-c32-c32-r03-node,gpu-6000d-47,tp4-dp2-epon,dsv4-node8-8192-1024-c32,performance,node,"0,1,2,3,4,5,6,7",1,4,1,2,on,64,8192,16384,32,32,3,128,0,156.14827157417312,839.4073061368376,0.8197336973992555,1048576,131072,6129.3191968798055,13550.280499900691,32.13269380905255,35.42347610379612,32.1366211054899,25.446929014287885,39001.06496354056,47570.14090931043,839.4073061368376,0.0,156.14827157417312,PASS,accepted-background
gpu-6000d-47-tp4-dp2-epon-dsv4-node8-8192-1024-c32-c32-r03-replica-0,gpu-6000d-47,tp4-dp2-epon,dsv4-node8-8192-1024-c32,performance,replica-0,"0,1,2,3,4,5,6,7",1,4,1,2,on,64,8192,16384,32,32,3,128,0,156.14827157417312,839.4073061368376,0.8197336973992555,1048576,131072,6129.3191968798055,13550.280499900691,32.13269380905255,35.42347610379612,32.1366211054899,25.446929014287885,39001.06496354056,47570.14090931043,839.4073061368376,0.0,156.14827157417312,PASS,accepted-background
gpu-6000d-47-tp4-dp2-epon-dsv4-node8-8192-1024-c64-c64-r01-node,gpu-6000d-47,tp4-dp2-epon,dsv4-node8-8192-1024-c64,performance,node,"0,1,2,3,4,5,6,7",1,4,1,2,on,64,8192,16384,64,64,1,256,0,232.51009518606588,1127.4521211228252,1.101027462034009,2097152,262144,8104.448045834943,25906.93784249015,45.70854928959516,49.718969239933436,50.601402065542224,72.00813656672831,54864.293969090795,75124.5119337691,1127.4521211228252,0.0,232.51009518606588,PASS,accepted-background
gpu-6000d-47-tp4-dp2-epon-dsv4-node8-8192-1024-c64-c64-r01-replica-0,gpu-6000d-47,tp4-dp2-epon,dsv4-node8-8192-1024-c64,performance,replica-0,"0,1,2,3,4,5,6,7",1,4,1,2,on,64,8192,16384,64,64,1,256,0,232.51009518606588,1127.4521211228252,1.101027462034009,2097152,262144,8104.448045834943,25906.93784249015,45.70854928959516,49.718969239933436,50.601402065542224,72.00813656672831,54864.293969090795,75124.5119337691,1127.4521211228252,0.0,232.51009518606588,PASS,accepted-background
gpu-6000d-47-tp4-dp2-epon-dsv4-node8-8192-1024-c64-c64-r02-node,gpu-6000d-47,tp4-dp2-epon,dsv4-node8-8192-1024-c64,performance,node,"0,1,2,3,4,5,6,7",1,4,1,2,on,64,8192,16384,64,64,2,256,0,234.1339868842624,1119.632410007965,1.0933910253984034,2097152,262144,7884.706956161608,26575.785926543176,46.09587886426231,50.11859889274676,46.09587924422483,31.793104554526504,55040.79103430195,76466.13800502382,1119.632410007965,0.0,234.1339868842624,PASS,accepted-background
gpu-6000d-47-tp4-dp2-epon-dsv4-node8-8192-1024-c64-c64-r02-replica-0,gpu-6000d-47,tp4-dp2-epon,dsv4-node8-8192-1024-c64,performance,replica-0,"0,1,2,3,4,5,6,7",1,4,1,2,on,64,8192,16384,64,64,2,256,0,234.1339868842624,1119.632410007965,1.0933910253984034,2097152,262144,7884.706956161608,26575.785926543176,46.09587886426231,50.11859889274676,46.09587924422483,31.793104554526504,55040.79103430195,76466.13800502382,1119.632410007965,0.0,234.1339868842624,PASS,accepted-background
gpu-6000d-47-tp4-dp2-epon-dsv4-node8-8192-1024-c64-c64-r03-node,gpu-6000d-47,tp4-dp2-epon,dsv4-node8-8192-1024-c64,performance,node,"0,1,2,3,4,5,6,7",1,4,1,2,on,64,8192,16384,64,64,3,256,0,217.06177228316665,1207.6930785307586,1.179387772002694,2097152,262144,7640.4153959501855,25639.794945367612,45.49925057499698,49.57850622174804,45.49925095637664,28.66259280126541,54186.14873417209,75349.09285895992,1207.6930785307586,0.0,217.06177228316665,PASS,accepted-background
gpu-6000d-47-tp4-dp2-epon-dsv4-node8-8192-1024-c64-c64-r03-replica-0,gpu-6000d-47,tp4-dp2-epon,dsv4-node8-8192-1024-c64,performance,replica-0,"0,1,2,3,4,5,6,7",1,4,1,2,on,64,8192,16384,64,64,3,256,0,217.06177228316665,1207.6930785307586,1.179387772002694,2097152,262144,7640.4153959501855,25639.794945367612,45.49925057499698,49.57850622174804,45.49925095637664,28.66259280126541,54186.14873417209,75349.09285895992,1207.6930785307586,0.0,217.06177228316665,PASS,accepted-background
gpu-6000d-47-tp2-dp4-epon-dsv4-node8-8192-1024-c32-c32-r01-node,gpu-6000d-47,tp2-dp4-epon,dsv4-node8-8192-1024-c32,performance,node,"0,1,2,3,4,5,6,7",1,2,1,4,on,64,8192,32768,32,32,1,128,0,166.99596312781796,784.8812482950746,0.7664855940381587,1048576,131072,8972.12345945809,16785.539191425778,32.01502895138086,40.19117527218028,32.01502953269645,25.307466578669846,41723.498076720716,51504.47048291098,784.8812482950746,0.0,166.99596312781796,PASS,accepted-background
gpu-6000d-47-tp2-dp4-epon-dsv4-node8-8192-1024-c32-c32-r01-replica-0,gpu-6000d-47,tp2-dp4-epon,dsv4-node8-8192-1024-c32,performance,replica-0,"0,1,2,3,4,5,6,7",1,2,1,4,on,64,8192,32768,32,32,1,128,0,166.99596312781796,784.8812482950746,0.7664855940381587,1048576,131072,8972.12345945809,16785.539191425778,32.01502895138086,40.19117527218026,32.01502953269645,25.307466578669846,41723.498076720716,51504.47048291098,784.8812482950746,0.0,166.99596312781796,PASS,accepted-background
gpu-6000d-47-tp2-dp4-epon-dsv4-node8-8192-1024-c32-c32-r02-node,gpu-6000d-47,tp2-dp4-epon,dsv4-node8-8192-1024-c32,performance,node,"0,1,2,3,4,5,6,7",1,2,1,4,on,64,8192,32768,32,32,2,128,0,145.4715930018574,901.0143994114813,0.8798968744252748,1048576,131072,7030.368034531421,11621.29201986827,28.653994357887605,33.33629341939426,28.653994886955694,25.085232337005436,36343.40426265044,40233.123742742464,901.0143994114813,0.0,145.4715930018574,PASS,accepted-background
gpu-6000d-47-tp2-dp4-epon-dsv4-node8-8192-1024-c32-c32-r02-replica-0,gpu-6000d-47,tp2-dp4-epon,dsv4-node8-8192-1024-c32,performance,replica-0,"0,1,2,3,4,5,6,7",1,2,1,4,on,64,8192,32768,32,32,2,128,0,145.4715930018574,901.0143994114813,0.8798968744252748,1048576,131072,7030.368034531421,11621.29201986827,28.6539943578876,33.33629341939426,28.653994886955694,25.085232337005436,36343.40426265044,40233.123742742464,901.0143994114813,0.0,145.4715930018574,PASS,accepted-background
gpu-6000d-47-tp2-dp4-epon-dsv4-node8-8192-1024-c32-c32-r03-node,gpu-6000d-47,tp2-dp4-epon,dsv4-node8-8192-1024-c32,performance,node,"0,1,2,3,4,5,6,7",1,2,1,4,on,64,8192,32768,32,32,3,128,0,143.55502155888826,913.043644009572,0.8916441836030976,1048576,131072,6949.580219137715,11649.884750624187,28.264115014102135,32.63530239343592,28.26411544984878,25.33958982676268,35863.7698785642,39818.779072817415,913.043644009572,0.0,143.55502155888826,PASS,accepted-background
gpu-6000d-47-tp2-dp4-epon-dsv4-node8-8192-1024-c32-c32-r03-replica-0,gpu-6000d-47,tp2-dp4-epon,dsv4-node8-8192-1024-c32,performance,replica-0,"0,1,2,3,4,5,6,7",1,2,1,4,on,64,8192,32768,32,32,3,128,0,143.55502155888826,913.043644009572,0.8916441836030976,1048576,131072,6949.580219137715,11649.884750624187,28.264115014102135,32.63530239343592,28.26411544984878,25.339589826762676,35863.7698785642,39818.779072817415,913.043644009572,0.0,143.55502155888826,PASS,accepted-background
gpu-6000d-47-tp2-dp4-epon-dsv4-node8-8192-1024-c64-c64-r01-node,gpu-6000d-47,tp2-dp4-epon,dsv4-node8-8192-1024-c64,performance,node,"0,1,2,3,4,5,6,7",1,2,1,4,on,64,8192,32768,64,64,1,256,0,212.15767943812534,1235.6092916092293,1.206649698837138,2097152,262144,9218.928737554961,23571.269461303018,39.110825753007596,43.41844943209114,39.120386426326576,29.228894528932873,49229.30348288173,63892.37643312663,1235.6092916092293,0.0,212.15767943812534,PASS,accepted-background
gpu-6000d-47-tp2-dp4-epon-dsv4-node8-8192-1024-c64-c64-r01-replica-0,gpu-6000d-47,tp2-dp4-epon,dsv4-node8-8192-1024-c64,performance,replica-0,"0,1,2,3,4,5,6,7",1,2,1,4,on,64,8192,32768,64,64,1,256,0,212.15767943812534,1235.6092916092293,1.206649698837138,2097152,262144,9218.928737554961,23571.269461303018,39.110825753007596,43.41844943209114,39.120386426326576,29.228894528932866,49229.30348288173,63892.37643312663,1235.6092916092293,0.0,212.15767943812534,PASS,accepted-background
gpu-6000d-47-tp2-dp4-epon-dsv4-node8-8192-1024-c64-c64-r02-node,gpu-6000d-47,tp2-dp4-epon,dsv4-node8-8192-1024-c64,performance,node,"0,1,2,3,4,5,6,7",1,2,1,4,on,64,8192,32768,64,64,2,256,0,214.4210012741387,1222.566812216529,1.193912902555204,2097152,262144,9355.25762611178,23342.16053620912,38.93867632855881,42.499610736104906,38.94640987375993,28.35665177553892,49189.523510227446,63276.661094860174,1222.566812216529,0.0,214.4210012741387,PASS,accepted-background
gpu-6000d-47-tp2-dp4-epon-dsv4-node8-8192-1024-c64-c64-r02-replica-0,gpu-6000d-47,tp2-dp4-epon,dsv4-node8-8192-1024-c64,performance,replica-0,"0,1,2,3,4,5,6,7",1,2,1,4,on,64,8192,32768,64,64,2,256,0,214.4210012741387,1222.566812216529,1.193912902555204,2097152,262144,9355.25762611178,23342.16053620912,38.93867632855881,42.499610736104906,38.94640987375993,28.35665177553892,49189.523510227446,63276.661094860174,1222.566812216529,0.0,214.4210012741387,PASS,accepted-background
gpu-6000d-47-tp2-dp4-epon-dsv4-node8-8192-1024-c64-c64-r03-node,gpu-6000d-47,tp2-dp4-epon,dsv4-node8-8192-1024-c64,performance,node,"0,1,2,3,4,5,6,7",1,2,1,4,on,64,8192,32768,64,64,3,256,0,206.7526956871152,1267.9109170925155,1.2381942549731597,2097152,262144,9170.479478216294,22431.601067073643,37.96587316520022,42.82015724970667,37.97370334340227,29.476104769855738,48009.56772621612,61104.84728345182,1267.9109170925155,0.0,206.7526956871152,PASS,accepted-background
gpu-6000d-47-tp2-dp4-epon-dsv4-node8-8192-1024-c64-c64-r03-replica-0,gpu-6000d-47,tp2-dp4-epon,dsv4-node8-8192-1024-c64,performance,replica-0,"0,1,2,3,4,5,6,7",1,2,1,4,on,64,8192,32768,64,64,3,256,0,206.7526956871152,1267.9109170925155,1.2381942549731597,2097152,262144,9170.479478216294,22431.601067073643,37.96587316520022,42.82015724970667,37.97370334340227,29.476104769855738,48009.56772621612,61104.84728345182,1267.9109170925155,0.0,206.7526956871152,PASS,accepted-background
gpu-6000d-47-tp2-dp4-epoff-dsv4-node8-8192-1024-c32-c32-r01-node,gpu-6000d-47,tp2-dp4-epoff,dsv4-node8-8192-1024-c32,performance,node,"0,1,2,3,4,5,6,7",1,2,1,4,off,64,8192,32768,32,32,1,128,0,167.19506770092994,783.9465709266912,0.7655728231705968,1048576,131072,10553.960334360454,17913.16268783994,30.520827551891696,37.3440017755747,30.52642299299118,24.41985502373427,41776.76691994566,48454.33314873371,783.9465709266912,0.0,167.19506770092994,PASS,accepted-background
gpu-6000d-47-tp2-dp4-epoff-dsv4-node8-8192-1024-c32-c32-r01-replica-0,gpu-6000d-47,tp2-dp4-epoff,dsv4-node8-8192-1024-c32,performance,replica-0,"0,1,2,3,4,5,6,7",1,2,1,4,off,64,8192,32768,32,32,1,128,0,167.19506770092994,783.9465709266912,0.7655728231705968,1048576,131072,10553.960334360454,17913.16268783994,30.5208275518917,37.34400177557469,30.52642299299118,24.41985502373427,41776.76691994566,48454.33314873371,783.9465709266912,0.0,167.19506770092994,PASS,accepted-background
gpu-6000d-47-tp2-dp4-epoff-dsv4-node8-8192-1024-c32-c32-r02-node,gpu-6000d-47,tp2-dp4-epoff,dsv4-node8-8192-1024-c32,performance,node,"0,1,2,3,4,5,6,7",1,2,1,4,off,64,8192,32768,32,32,2,128,0,166.86666635796428,785.4894141579052,0.7670795060135793,1048576,131072,10641.960845310678,17657.13614837732,30.3573995475613,37.69414481135197,30.357400065093124,23.791981535032395,41697.58058246589,47874.99744305387,785.4894141579052,0.0,166.86666635796428,PASS,accepted-background
gpu-6000d-47-tp2-dp4-epoff-dsv4-node8-8192-1024-c32-c32-r02-replica-0,gpu-6000d-47,tp2-dp4-epoff,dsv4-node8-8192-1024-c32,performance,replica-0,"0,1,2,3,4,5,6,7",1,2,1,4,off,64,8192,32768,32,32,2,128,0,166.86666635796428,785.4894141579052,0.7670795060135793,1048576,131072,10641.960845310678,17657.13614837732,30.3573995475613,37.69414481135195,30.357400065093124,23.79198153503239,41697.58058246589,47874.99744305387,785.4894141579052,0.0,166.86666635796428,PASS,accepted-background
gpu-6000d-47-tp2-dp4-epoff-dsv4-node8-8192-1024-c32-c32-r03-node,gpu-6000d-47,tp2-dp4-epoff,dsv4-node8-8192-1024-c32,performance,node,"0,1,2,3,4,5,6,7",1,2,1,4,off,64,8192,32768,32,32,3,128,0,165.69387666508555,791.0491482128442,0.7725089338016057,1048576,131072,11364.915465986996,17945.25698721409,29.36322396163043,37.404486831170196,29.364794241886756,24.115875642746687,41403.493578734924,48174.12439105101,791.0491482128442,0.0,165.69387666508555,PASS,accepted-background
gpu-6000d-47-tp2-dp4-epoff-dsv4-node8-8192-1024-c32-c32-r03-replica-0,gpu-6000d-47,tp2-dp4-epoff,dsv4-node8-8192-1024-c32,performance,replica-0,"0,1,2,3,4,5,6,7",1,2,1,4,off,64,8192,32768,32,32,3,128,0,165.69387666508555,791.0491482128442,0.7725089338016057,1048576,131072,11364.915465986996,17945.25698721409,29.36322396163043,37.40448683117017,29.364794241886756,24.115875642746687,41403.493578734924,48174.12439105101,791.0491482128442,0.0,165.69387666508555,PASS,accepted-background
gpu-6000d-47-tp2-dp4-epoff-dsv4-node8-8192-1024-c64-c64-r01-node,gpu-6000d-47,tp2-dp4-epoff,dsv4-node8-8192-1024-c64,performance,node,"0,1,2,3,4,5,6,7",1,2,1,4,off,64,8192,32768,64,64,1,256,0,257.33156272396445,1018.7013098008415,0.9948254978523843,2097152,262144,13418.612975206997,34811.39056885149,46.375558874952475,53.91522961006822,46.38654100430895,28.42099661938846,60860.80970428338,82845.8873827476,1018.7013098008415,0.0,257.33156272396445,PASS,accepted-background
gpu-6000d-47-tp2-dp4-epoff-dsv4-node8-8192-1024-c64-c64-r01-replica-0,gpu-6000d-47,tp2-dp4-epoff,dsv4-node8-8192-1024-c64,performance,replica-0,"0,1,2,3,4,5,6,7",1,2,1,4,off,64,8192,32768,64,64,1,256,0,257.33156272396445,1018.7013098008415,0.9948254978523843,2097152,262144,13418.612975206997,34811.39056885149,46.37555887495248,53.91522961006822,46.38654100430895,28.42099661938846,60860.80970428338,82845.8873827476,1018.7013098008415,0.0,257.33156272396445,PASS,accepted-background
gpu-6000d-47-tp2-dp4-epoff-dsv4-node8-8192-1024-c64-c64-r02-node,gpu-6000d-47,tp2-dp4-epoff,dsv4-node8-8192-1024-c64,performance,node,"0,1,2,3,4,5,6,7",1,2,1,4,off,64,8192,32768,64,64,2,256,0,254.20063536427915,1031.2484059071596,1.0070785213937106,2097152,262144,13291.028732077393,34250.92881557066,45.96255823629493,52.96903661700769,45.984682816907295,28.87704044114799,60310.7258078071,81711.07179659884,1031.2484059071596,0.0,254.20063536427915,PASS,accepted-background
