sample_id,node,configuration,workload,purpose,scope,gpu_group,deployment_count,tp,pp,dp,ep,global_capacity,prefill_tokens_per_rank,prefill_tokens_service,global_concurrency,concurrency,repetition,successful_requests,failed_requests,duration_s,output_tokens_per_s,requests_per_s,actual_input_tokens,actual_output_tokens,mean_ttft_ms,p95_ttft_ms,mean_tpot_ms,p95_tpot_ms,mean_itl_ms,p95_itl_ms,mean_e2el_ms,p95_e2el_ms,output_tokens_per_s_common_window,start_skew_s,overlap_s,runner_gate,resource_status
gpu-6000d-47-dual-tp4-dsv4-node8-8192-1024-c32-c32-r01-node,gpu-6000d-47,dual-tp4,dsv4-node8-8192-1024-c32,performance,node,"0,1,2,3,4,5,6,7",2,4,1,1,off,64,8192,16384,32,32,1,128,0,119.0558076412417,1100.9290734893625,1.0751260483294556,1048576,131072,4745.135911980469,10782.36599424854,24.346346415720483,27.623030190735708,24.34634674793232,18.149959854781628,29651.448295262526,36473.095238022506,1100.9290734893625,0.0002990942448377609,118.36931571504101,PASS,accepted-background
gpu-6000d-47-dual-tp4-dsv4-node8-8192-1024-c32-c32-r01-replica-0,gpu-6000d-47,dual-tp4,dsv4-node8-8192-1024-c32,performance,replica-0,"0,1,2,3",2,4,1,1,off,64,8192,16384,32,16,1,64,0,119.0558076412417,550.4645367446813,0.5375630241647278,524288,65536,4685.607297964452,10680.312111950474,24.487890245282877,27.398889430367067,24.487890707572898,18.195543414913118,29736.719018888834,36975.636491389014,550.4645367446813,0.0002990942448377609,118.36931571504101,PASS,accepted-background
gpu-6000d-47-dual-tp4-dsv4-node8-8192-1024-c32-c32-r01-replica-1,gpu-6000d-47,dual-tp4,dsv4-node8-8192-1024-c32,performance,replica-1,"4,5,6,7",2,4,1,1,off,64,8192,16384,32,16,1,64,0,118.36931571504101,553.6569980498116,0.5406806621580191,524288,65536,4804.664525996486,10643.401521118352,24.204802586158095,27.60061041398733,24.204802788291737,18.051097472198308,29566.177571636217,35681.3069636235,550.4645367446813,0.0002990942448377609,118.36931571504101,PASS,accepted-background
gpu-6000d-47-dual-tp4-dsv4-node8-8192-1024-c32-c32-r02-node,gpu-6000d-47,dual-tp4,dsv4-node8-8192-1024-c32,performance,node,"0,1,2,3,4,5,6,7",2,4,1,1,off,64,8192,16384,32,32,2,128,0,120.7160898949951,1085.787322253504,1.0603391818881875,1048576,131072,4875.13170485181,10768.227516720073,24.541852815771133,27.920657261693535,24.54185335955117,18.265511724166572,29981.44713538568,36371.50071691722,1085.787322253504,0.0002461918629705906,119.35180596681312,PASS,accepted-background
gpu-6000d-47-dual-tp4-dsv4-node8-8192-1024-c32-c32-r02-replica-0,gpu-6000d-47,dual-tp4,dsv4-node8-8192-1024-c32,performance,replica-0,"0,1,2,3",2,4,1,1,off,64,8192,16384,32,16,2,64,0,120.7160898949951,542.893661126752,0.5301695909440938,524288,65536,4948.895750341762,10667.048713820983,24.63670883826357,27.670933132197334,24.636709378946165,18.3513265568763,30152.248891885392,36744.97844274156,542.893661126752,0.0002461918629705906,119.35180596681312,PASS,accepted-background
gpu-6000d-47-dual-tp4-dsv4-node8-8192-1024-c32-c32-r02-replica-1,gpu-6000d-47,dual-tp4,dsv4-node8-8192-1024-c32,performance,replica-1,"4,5,6,7",2,4,1,1,off,64,8192,16384,32,16,2,64,0,119.35180596681312,549.0993577275478,0.5362298415308084,524288,65536,4801.367659361858,10629.080046899613,24.4469967932787,27.833074121690466,24.446997340156173,18.062363495118916,29810.645378885965,35648.80063293967,542.893661126752,0.0002461918629705906,119.35180596681312,PASS,accepted-background
gpu-6000d-47-dual-tp4-dsv4-node8-8192-1024-c32-c32-r03-node,gpu-6000d-47,dual-tp4,dsv4-node8-8192-1024-c32,performance,node,"0,1,2,3,4,5,6,7",2,4,1,1,off,64,8192,16384,32,32,3,128,0,118.9758405261673,1101.6690398684118,1.075848671746496,1048576,131072,4737.508902187983,10768.49749169778,24.374023188200685,27.86358035047095,24.37402361151846,18.087018514052033,29672.134623717284,36427.420410048224,1101.6690398684118,0.00017423415556550026,118.6111260089092,PASS,accepted-background
gpu-6000d-47-dual-tp4-dsv4-node8-8192-1024-c32-c32-r03-replica-0,gpu-6000d-47,dual-tp4,dsv4-node8-8192-1024-c32,performance,replica-0,"0,1,2,3",2,4,1,1,off,64,8192,16384,32,16,3,64,0,118.6111260089092,552.5282678378537,0.539578386560404,524288,65536,4674.349731947586,10667.079300642941,24.391008429814466,27.685391175891116,24.391009036563897,18.167122360318896,29626.351355647785,36657.553317630656,550.8345199342059,0.00017423415556550026,118.6111260089092,PASS,accepted-background
gpu-6000d-47-dual-tp4-dsv4-node8-8192-1024-c32-c32-r03-replica-1,gpu-6000d-47,dual-tp4,dsv4-node8-8192-1024-c32,performance,replica-1,"4,5,6,7",2,4,1,1,off,64,8192,16384,32,16,3,64,0,118.9758405261673,550.8345199342059,0.537924335873248,524288,65536,4800.66807242838,10628.916460764589,24.357037946586903,27.753178608619244,24.357038186473023,17.970033758319914,29717.917891786783,35781.83207465335,550.8345199342059,0.00017423415556550026,118.6111260089092,PASS,accepted-background
gpu-6000d-47-dual-tp4-dsv4-node8-8192-1024-c64-c64-r01-node,gpu-6000d-47,dual-tp4,dsv4-node8-8192-1024-c64,performance,node,"0,1,2,3,4,5,6,7",2,4,1,1,off,64,8192,16384,64,64,1,256,0,182.4904289972037,1436.4808140377422,1.4028132949587326,2097152,262144,6395.93451377732,20646.470642182976,38.240676639597076,41.96185439771345,38.24067703059623,22.591424197889864,45516.14671608513,61923.924035043456,1436.4808140377422,7.277028635144234e-05,182.13780684489757,PASS,accepted-background
gpu-6000d-47-dual-tp4-dsv4-node8-8192-1024-c64-c64-r01-replica-0,gpu-6000d-47,dual-tp4,dsv4-node8-8192-1024-c64,performance,replica-0,"0,1,2,3",2,4,1,1,off,64,8192,16384,64,32,1,128,0,182.4904289972037,718.2404070188711,0.7014066474793663,1048576,131072,6409.827227693313,20446.98001269716,38.26972911022655,41.97791091256109,38.26972968944043,22.528323531150818,45559.76010745508,61545.399137632914,718.2404070188711,7.277028635144234e-05,182.13780684489757,PASS,accepted-background
gpu-6000d-47-dual-tp4-dsv4-node8-8192-1024-c64-c64-r01-replica-1,gpu-6000d-47,dual-tp4,dsv4-node8-8192-1024-c64,performance,replica-1,"4,5,6,7",2,4,1,1,off,64,8192,16384,64,32,1,128,0,182.13780684489757,719.6309336897666,0.7027645836814127,1048576,131072,6382.041799861327,20357.38832538481,38.2116241689676,41.902134067698476,38.21162437175203,22.768027265556153,45472.53332471519,61992.61699111666,718.2404070188711,7.277028635144234e-05,182.13780684489757,PASS,accepted-background
gpu-6000d-47-dual-tp4-dsv4-node8-8192-1024-c64-c64-r02-node,gpu-6000d-47,dual-tp4,dsv4-node8-8192-1024-c64,performance,node,"0,1,2,3,4,5,6,7",2,4,1,1,off,64,8192,16384,64,64,2,256,0,184.03552068583667,1424.4206717435854,1.3910358122495952,2097152,262144,6473.993192115813,20630.650588078424,38.49311532136494,42.24499684935098,38.49311576769479,23.029339546337724,45852.45016587214,62116.556166205555,1424.4206717435854,0.00014641275629401207,183.2884498713538,PASS,accepted-background
gpu-6000d-47-dual-tp4-dsv4-node8-8192-1024-c64-c64-r02-replica-0,gpu-6000d-47,dual-tp4,dsv4-node8-8192-1024-c64,performance,replica-0,"0,1,2,3",2,4,1,1,off,64,8192,16384,64,32,2,128,0,183.2884498713538,715.1132550468761,0.698352788131715,1048576,131072,6394.435513193457,20401.413581939407,38.47995275804349,42.19702792334355,38.47995333966491,22.807349800132215,45759.42718467195,61681.1918077059,712.2103358717927,0.00014641275629401207,183.2884498713538,PASS,accepted-background
gpu-6000d-47-dual-tp4-dsv4-node8-8192-1024-c64-c64-r02-replica-1,gpu-6000d-47,dual-tp4,dsv4-node8-8192-1024-c64,performance,replica-1,"4,5,6,7",2,4,1,1,off,64,8192,16384,64,32,2,128,0,184.03552068583667,712.2103358717927,0.6955179061247976,1048576,131072,6553.550871038169,20352.671820553944,38.506277884686384,42.325677245947276,38.506278195724676,23.27758832834661,45945.473147072335,62357.53921903669,712.2103358717927,0.00014641275629401207,183.2884498713538,PASS,accepted-background
gpu-6000d-47-dual-tp4-dsv4-node8-8192-1024-c64-c64-r03-node,gpu-6000d-47,dual-tp4,dsv4-node8-8192-1024-c64,performance,node,"0,1,2,3,4,5,6,7",2,4,1,1,off,64,8192,16384,64,64,3,256,0,183.57529553491622,1427.991708994089,1.3945231533145401,2097152,262144,6318.387432285817,20683.534663636237,38.50874309047916,42.09092468772546,38.50874352052523,22.88764512632042,45712.83161384599,62290.75534932781,1427.991708994089,0.0007581161335110664,182.63608712516725,PASS,accepted-background
gpu-6000d-47-dual-tp4-dsv4-node8-8192-1024-c64-c64-r03-replica-0,gpu-6000d-47,dual-tp4,dsv4-node8-8192-1024-c64,performance,replica-0,"0,1,2,3",2,4,1,1,off,64,8192,16384,64,32,3,128,0,182.63608712516725,717.6675872943529,0.7008472532171415,1048576,131072,6408.2318060645775,20447.127226227887,38.30742830383672,42.008382696016554,38.307428855920456,22.690664674155414,45596.730960889545,62334.63319083675,713.9958544970445,0.0007581161335110664,182.63608712516725,PASS,accepted-background
gpu-6000d-47-dual-tp4-dsv4-node8-8192-1024-c64-c64-r03-replica-1,gpu-6000d-47,dual-tp4,dsv4-node8-8192-1024-c64,performance,replica-1,"4,5,6,7",2,4,1,1,off,64,8192,16384,64,32,3,128,0,183.57529553491622,713.9958544970445,0.6972615766572701,1048576,131072,6228.543058507057,20407.120858482078,38.71005787712159,42.10059022433502,38.710058185130016,23.171417950652536,45828.93226680244,61919.899411220096,713.9958544970445,0.0007581161335110664,182.63608712516725,PASS,accepted-background
gpu-6000d-47-tp4-dp2-epon-dsv4-node8-8192-1024-c32-c32-r01-node,gpu-6000d-47,tp4-dp2-epon,dsv4-node8-8192-1024-c32,performance,node,"0,1,2,3,4,5,6,7",1,4,1,2,on,64,8192,16384,32,32,1,128,0,164.93588934792206,794.6845317789613,0.7760591130653919,1048576,131072,6849.64087323533,13548.60862530768,33.575728484880486,39.167726799510675,33.579832042682696,25.059028598479927,41197.61111326807,47969.368412019685,794.6845317789613,0.0,164.93588934792206,PASS,accepted-background
gpu-6000d-47-tp4-dp2-epon-dsv4-node8-8192-1024-c32-c32-r01-replica-0,gpu-6000d-47,tp4-dp2-epon,dsv4-node8-8192-1024-c32,performance,replica-0,"0,1,2,3,4,5,6,7",1,4,1,2,on,64,8192,16384,32,32,1,128,0,164.93588934792206,794.6845317789613,0.7760591130653919,1048576,131072,6849.64087323533,13548.60862530768,33.57572848488048,39.167726799510675,33.579832042682696,25.059028598479927,41197.61111326807,47969.368412019685,794.6845317789613,0.0,164.93588934792206,PASS,accepted-background
