node,run_id,configuration,dataset,protocol,phase,round,accepted,protocol_status,case_status,known_event_lines,started_at,finished_at,duration_s,completed,failed,total_input_tokens,total_output_tokens,output_throughput,request_throughput,mean_ttft_ms,p95_ttft_ms,mean_tpot_ms,p95_tpot_ms,mean_itl_ms,p95_itl_ms,mean_e2el_ms,p95_e2el_ms,spec_decode_acceptance_rate,spec_decode_acceptance_length,study_phase,tp,dp,ep,num_speculative_tokens,spec_stats_source,draft_tokens,accepted_draft_tokens,verification_steps,acceptance_length_includes_bonus,accepted_tokens_by_position,kv_capacity_tokens_min_per_rank,kv_cache_usage_peak_pct,preemptions_delta
47,dpfix-tp2-dp2-epoff-k5-01,tp2-dp2-epoff-k5,govreport,jit_clean,measurement,1,false,PASS,PASS,208,2026-09-20T04:11:19.888048+00:00,2026-09-20T04:19:57.595486+00:00,491.57149105798453,128,0,1042149,131072,266.6387339060293,0.26038938858010674,15437.076915986836,41501.5651087742,103.53666388980541,235.73150596219963,356.15785668133793,781.8776164203882,121355.08407525776,259848.1234152801,,,core,2,2,off,5,,,,,,,65416,28.0861208373687,0.0
47,dpfix-tp2-dp2-epoff-k5-01,tp2-dp2-epoff-k5,govreport,jit_clean,measurement,2,false,PASS,PASS,30,2026-09-20T04:19:57.596068+00:00,2026-09-20T04:23:44.036838+00:00,199.63309533614665,128,0,1042149,131072,656.5644828543986,0.6411762527874987,4906.515453505563,23455.931277945558,42.97216609561335,82.50939792667567,149.33908471683455,779.5456496998668,48867.04136931803,98558.68477248585,49.63242124260198,2.481621062130099,core,2,2,off,5,per-rank /metrics counter deltas; phase boundaries; success delta=128,188395.0,93505.0,37679.0,false,"[31199.0,24483.0,17812.0,12250.0,7761.0]",65416,28.134545183640025,0.0
47,dpfix-tp2-dp2-epoff-k5-01,tp2-dp2-epoff-k5,govreport,jit_clean,measurement,3,false,PASS,PASS,10,2026-09-20T04:23:44.038293+00:00,2026-09-20T04:26:41.924266+00:00,152.2682852242142,128,0,1042149,131072,860.7964541466873,0.8406215372526243,3726.701884108479,13575.083461636677,31.985625527352305,43.42877970219117,110.14663539777885,779.4174196198583,36447.996798589884,50891.9518341776,48.98461538461538,2.4492307692307693,core,2,2,off,5,per-rank /metrics counter deltas; phase boundaries; success delta=128,190125.0,93132.0,38025.0,false,"[31306.0,24476.0,17881.0,11979.0,7490.0]",65416,28.0861208373687,0.0
47,dpfix-tp2-dp2-epoff-k5-01,tp2-dp2-epoff-k5,govreport,jit_clean,measurement,4,false,PASS,PASS,4,2026-09-20T04:26:41.925417+00:00,2026-09-20T04:29:55.305606+00:00,166.61270863376558,128,0,1042149,131072,786.6866883972923,0.7682487191379808,4191.853946300398,15695.759869460016,35.343166253513445,54.32618552147942,120.47313846563856,779.813505616039,40347.91302364465,60256.24867510049,48.27437199010803,2.4137185995054016,core,2,2,off,5,per-rank /metrics counter deltas; phase boundaries; success delta=128,192075.0,92723.0,38415.0,false,"[31431.0,24485.0,17602.0,11857.0,7348.0]",65416,28.104745585934587,0.0
47,dpfix-tp2-dp2-epoff-k5-01,tp2-dp2-epoff-k5,govreport,jit_clean,measurement,5,false,PASS,PASS,10,2026-09-20T04:29:55.307198+00:00,2026-09-20T04:32:54.724514+00:00,153.45135533902794,128,0,1042149,131072,854.1599369416837,0.834140563419613,3848.3843286521733,13687.665539933369,32.55476846896882,45.75564187449764,110.89047535547091,779.513200558722,37151.912472407275,54872.53495305776,48.227979813745385,2.4113989906872693,core,2,2,off,5,per-rank /metrics counter deltas; phase boundaries; success delta=128,192210.0,92699.0,38442.0,false,"[31271.0,24296.0,17709.0,11958.0,7465.0]",65416,28.08239588765552,0.0
47,dpfix-tp2-dp2-epoff-k5-01,tp2-dp2-epoff-k5,govreport,jit_clean,measurement,6,false,PASS,PASS,16,2026-09-20T04:32:54.726141+00:00,2026-09-20T04:36:18.800576+00:00,177.05482264980674,128,0,1042149,131072,740.2904820008475,0.7229399238289527,4535.28778184409,14234.000448882573,37.348120372606935,61.39645011474687,128.96580593887157,778.9197377860546,42742.41492302099,73545.52193270063,49.16853458505841,2.4584267292529205,core,2,2,off,5,per-rank /metrics counter deltas; phase boundaries; success delta=128,189605.0,93226.0,37921.0,false,"[31580.0,24532.0,17770.0,11906.0,7438.0]",65416,28.08984578708188,0.0
47,dpfix-tp2-dp2-epoff-k5-01,tp2-dp2-epoff-k5,govreport,jit_clean,measurement,7,true,PASS,PASS,0,2026-09-20T04:36:18.802269+00:00,2026-09-20T04:39:18.378478+00:00,152.42953842133284,128,0,1042149,131072,859.8858289375768,0.8397322548218523,3974.371923271974,13689.874592563137,31.8863977585261,45.965724203322274,109.29617608663497,779.645767621696,36594.156830244174,51750.80227740107,48.64980891052824,2.4324904455264122,core,2,2,off,5,per-rank /metrics counter deltas; phase boundaries; success delta=128,191010.0,92926.0,38202.0,false,"[31212.0,24390.0,17698.0,12048.0,7578.0]",65416,28.112195485360946,0.0
47,dpfix-tp2-dp2-epoff-k5-01,tp2-dp2-epoff-k5,govreport,jit_clean,measurement,8,true,PASS,PASS,0,2026-09-20T04:39:18.380410+00:00,2026-09-20T04:42:15.823297+00:00,151.85108458437026,128,0,1042149,131072,863.1614344985126,0.8429310883774537,3864.15590231627,13688.213563896716,32.103130743511784,45.794311438879234,110.5454648296126,778.4900031983852,36705.65865292883,52241.24961332417,48.95206037815237,2.447603018907618,core,2,2,off,5,per-rank /metrics counter deltas; phase boundaries; success delta=128,190135.0,93075.0,38027.0,false,"[31308.0,24279.0,17791.0,12094.0,7603.0]",65416,28.17924458019817,0.0
47,dpfix-tp2-dp2-epoff-k5-01,tp2-dp2-epoff-k5,govreport,jit_clean,measurement,9,false,PASS,PASS,10,2026-09-20T04:42:15.826109+00:00,2026-09-20T04:45:16.777520+00:00,155.09308128710836,128,0,1042149,131072,845.1182922683668,0.8253108322933269,4082.233979177545,14224.82617311179,32.17145508713662,47.343101834364866,110.74870019500648,779.4972142670304,36993.632533318305,51757.93237877077,48.96892581103108,2.4484462905515536,core,2,2,off,5,per-rank /metrics counter deltas; phase boundaries; success delta=128,190190.0,93134.0,38038.0,false,"[31291.0,24440.0,17764.0,12088.0,7551.0]",65416,28.119645384787304,0.0
47,dpfix-tp2-dp2-epoff-k5-01,tp2-dp2-epoff-k5,govreport,jit_clean,measurement,10,true,PASS,PASS,0,2026-09-20T04:45:16.779884+00:00,2026-09-20T04:48:13.943285+00:00,151.56906197965145,128,0,1042149,131072,864.7675078809735,0.8444995194150132,3879.6461516903946,13690.714556956664,31.731647508760453,44.32270198041721,110.60422423398585,779.0222083218396,36341.121553152334,50858.566754730404,49.83416296217425,2.4917081481087124,core,2,2,off,5,per-rank /metrics counter deltas; phase boundaries; success delta=128,187835.0,93606.0,37567.0,false,"[31116.0,24507.0,17995.0,12250.0,7738.0]",65416,28.115920435074127,0.0
