node,run_id,configuration,dataset,protocol,phase,round,accepted,protocol_status,case_status,known_event_lines,started_at,finished_at,duration_s,completed,failed,total_input_tokens,total_output_tokens,output_throughput,request_throughput,mean_ttft_ms,p95_ttft_ms,mean_tpot_ms,p95_tpot_ms,mean_itl_ms,p95_itl_ms,mean_e2el_ms,p95_e2el_ms,spec_decode_acceptance_rate,spec_decode_acceptance_length,study_phase,tp,dp,ep,num_speculative_tokens,spec_stats_source,draft_tokens,accepted_draft_tokens,verification_steps,acceptance_length_includes_bonus,accepted_tokens_by_position,kv_capacity_tokens_min_per_rank,kv_cache_usage_peak_pct,preemptions_delta
48,epon-off-01,tp2-dp2-epon-off,govreport,jit_clean,measurement,1,false,PARTIAL,PARTIAL,86,2026-09-19T20:25:55.505870+00:00,2026-09-19T20:32:03.315028+00:00,342.32456303201616,128,0,1042149,131072,382.8880955520022,0.37391415581250215,13214.46809014742,30329.706188198164,67.3440776117324,95.45477532798957,67.34407810165399,28.459084499627348,82107.45948694967,126811.61125283688,,,core,2,2,on,0,,,,,,,78014,23.57571214392804,0
48,epon-off-01,tp2-dp2-epon-off,govreport,jit_clean,measurement,2,false,PARTIAL,PARTIAL,30,2026-09-19T20:32:03.315743+00:00,2026-09-19T20:36:15.339466+00:00,226.37637721840292,128,0,1042149,131072,579.000342750183,0.5654300222169756,5296.926560513384,13388.914169883341,46.76915259783825,58.819767724739016,46.769153028912065,28.467691084370017,53141.769668101915,70878.73756890185,,,core,2,2,on,0,,,,,,,78014,23.594452773613195,0
48,epon-off-01,tp2-dp2-epon-off,govreport,jit_clean,measurement,3,false,PARTIAL,PARTIAL,40,2026-09-19T20:36:15.341468+00:00,2026-09-19T20:40:48.722715+00:00,247.39268400520086,128,0,1042149,131072,529.813565534721,0.5173960600925009,5787.682491798478,13116.687463643018,51.4330980782112,61.16211752699486,51.433098559768645,28.463118569925424,58403.74182580854,70929.00962135755,,,core,2,2,on,0,,,,,,,78014,23.688155922038977,0
48,epon-off-01,tp2-dp2-epon-off,govreport,jit_clean,measurement,4,false,PARTIAL,PARTIAL,24,2026-09-19T20:40:48.723858+00:00,2026-09-19T20:44:58.559058+00:00,224.1919359145686,128,0,1042149,131072,584.6419027754271,0.570939358179128,5911.040935643541,15492.106026923284,45.18720483567009,73.3926388561609,45.18720523519342,27.96486164443195,52137.551482534036,78747.57360219955,,,core,2,2,on,0,,,,,,,78014,23.531984007995998,0
48,epon-off-01,tp2-dp2-epon-off,govreport,jit_clean,measurement,5,false,PARTIAL,PARTIAL,18,2026-09-19T20:44:58.562309+00:00,2026-09-19T20:48:18.734895+00:00,174.32979403529316,128,0,1042149,131072,751.8623005627162,0.7342405278932775,4612.386454202351,11223.635436734177,34.727308149882816,37.35626219163666,34.727308625807254,28.438444063067433,40138.42269153247,46346.01442464627,,,core,2,2,on,0,,,,,,,78014,23.688155922038977,0
48,epon-off-01,tp2-dp2-epon-off,govreport,jit_clean,measurement,6,false,PARTIAL,PARTIAL,2,2026-09-19T20:48:18.736586+00:00,2026-09-19T20:51:36.821396+00:00,172.12159856501967,128,0,1042149,131072,761.5081494289457,0.7436603021767048,5175.544965917652,15556.255686748766,36.96109594682974,47.81452756528019,36.96109624894912,28.151705348864198,42986.74611952447,59621.11085699871,,,core,2,2,on,0,,,,,,,78014,23.516366816591706,0
48,epon-off-01,tp2-dp2-epon-off,govreport,jit_clean,measurement,7,false,PARTIAL,PARTIAL,8,2026-09-19T20:51:36.823073+00:00,2026-09-19T20:55:20.831806+00:00,198.5471587833017,128,0,1042149,131072,660.1555056401213,0.644683110976681,5289.917989721289,12282.124466402456,40.04905060208086,59.82818609847344,40.049051029484694,28.40499822050333,46260.09675565001,64181.68905694037,,,core,2,2,on,0,,,,,,,78014,23.519490254872565,0
48,epon-off-01,tp2-dp2-epon-off,govreport,jit_clean,measurement,8,false,PARTIAL,PARTIAL,16,2026-09-19T20:55:20.833547+00:00,2026-09-19T20:58:46.697170+00:00,180.30349662527442,128,0,1042149,131072,726.9520694454835,0.709914130317855,5341.577101775329,12440.808769967407,35.12458678447526,37.62734015048905,35.1245874651507,28.38983009569347,41274.02938229352,48754.89012617618,,,core,2,2,on,0,,,,,,,78014,23.438280859570217,0
48,epon-off-01,tp2-dp2-epon-off,govreport,jit_clean,measurement,9,true,PARTIAL,PARTIAL,0,2026-09-19T20:58:46.698989+00:00,2026-09-19T21:02:09.208636+00:00,175.47478062007576,128,0,1042149,131072,746.9563406025098,0.7294495513696385,4764.104526802839,11496.258569369093,34.89008507623073,37.29337259279501,34.89008550219787,28.52318803779781,40456.66155978688,47559.31489774957,,,core,2,2,on,0,,,,,,,78014,23.58508245877061,0
48,epon-off-01,tp2-dp2-epon-off,govreport,jit_clean,measurement,10,false,PARTIAL,PARTIAL,12,2026-09-19T21:02:09.210677+00:00,2026-09-19T21:05:28.781301+00:00,173.4967863187194,128,0,1042149,131072,755.4722066103078,0.7377658267678787,4542.581227593473,11222.426148131482,34.5807173628192,37.15096836452639,34.58071770114768,28.30063737928867,39918.65508975752,46413.950155256316,,,core,2,2,on,0,,,,,,,78014,23.525737131434287,0
