concurrency_global,round,completed,failed,total_input_tokens,total_output_tokens,output_throughput,mean_ttft_ms,p95_ttft_ms,mean_tpot_ms,p95_tpot_ms,mean_e2el_ms,p95_e2el_ms,duration,joint_good_requests,joint_pass_rate,goodput_req_s,jit_log_matches
148,1,592,0,9699328,606208,4169.592439362579,9871.315080330729,27763.933213427663,23.338717874287177,27.88339321924198,33746.82346572651,52166.311447694876,145.3878307810519,442,0.7466216216216216,3.0401444029083415,0
148,2,592,0,9699328,606208,4178.611830191543,9804.141685325334,27728.84974784682,23.369925254813303,28.477114459630812,33711.575220999344,52270.91470879967,145.07401611702517,450,0.7601351351351351,3.101864910371019,0
148,3,592,0,9699328,606208,4154.552878117346,9386.503478059485,27642.42796372855,23.937309048142072,28.629803106681287,33874.37063430883,52003.10524301601,145.9141375219915,467,0.7888513513513513,3.200512355628432,0
