sample_id,node,configuration,workload,purpose,scope,gpu_group,deployment_count,tp,pp,dp,ep,global_capacity,prefill_tokens_per_rank,prefill_tokens_service,global_concurrency,concurrency,repetition,successful_requests,failed_requests,duration_s,output_tokens_per_s,requests_per_s,actual_input_tokens,actual_output_tokens,mean_ttft_ms,p95_ttft_ms,mean_tpot_ms,p95_tpot_ms,mean_itl_ms,p95_itl_ms,mean_e2el_ms,p95_e2el_ms,output_tokens_per_s_common_window,start_skew_s,overlap_s,runner_gate,resource_status
gpu-6000d-46-dual-tp2-dp2-epon-dsv4-node8-8192-1024-c32-c32-r01-node,gpu-6000d-46,dual-tp2-dp2-epon,dsv4-node8-8192-1024-c32,performance,node,"0,1,2,3,4,5,6,7",2,2,1,2,on,64,8192,32768,32,32,1,128,0,124.62066341470927,1051.767792021955,1.0271169843964405,1048576,131072,4254.0603682246,8770.799930393696,26.24806015809468,34.38916112344534,26.248060611398216,24.590957490727305,31105.825909955456,42085.496544628404,1051.767792021955,3.7000980228185654e-05,124.3702417416498,PASS,accepted-background
gpu-6000d-46-dual-tp2-dp2-epon-dsv4-node8-8192-1024-c32-c32-r01-replica-0,gpu-6000d-46,dual-tp2-dp2-epon,dsv4-node8-8192-1024-c32,performance,replica-0,"0,1,2,3",2,2,1,2,on,64,8192,32768,32,16,1,64,0,124.62062641372904,525.8840521506166,0.5135586446783366,524288,65536,4672.952179229469,10349.041384551674,25.87062482797381,35.93674498058961,25.87062540603904,23.758683865889903,31138.601378246676,43570.959862670854,525.8838960109775,3.7000980228185654e-05,124.3702417416498,PASS,accepted-background
gpu-6000d-46-dual-tp2-dp2-epon-dsv4-node8-8192-1024-c32-c32-r01-replica-1,gpu-6000d-46,dual-tp2-dp2-epon,dsv4-node8-8192-1024-c32,performance,replica-1,"4,5,6,7",2,2,1,2,on,64,8192,32768,32,16,1,64,0,124.37027874263003,526.9426157323262,0.5145923981760998,524288,65536,3835.168557219731,6660.338501189833,26.625495488215545,28.97494238565056,26.625495816757393,24.894150206819177,31073.050441664236,33677.331806416616,525.8838960109775,3.7000980228185654e-05,124.3702417416498,PASS,accepted-background
gpu-6000d-46-dual-tp2-dp2-epon-dsv4-node8-8192-1024-c32-c32-r02-node,gpu-6000d-46,dual-tp2-dp2-epon,dsv4-node8-8192-1024-c32,performance,node,"0,1,2,3,4,5,6,7",2,2,1,2,on,64,8192,32768,32,32,2,128,0,109.39352419925854,1198.1696444960899,1.1700875434532128,1048576,131072,3835.170840859064,6698.81519346964,22.22607069322444,25.711239920815277,22.226070999657477,23.225297685712576,26572.441160027665,29828.617870016024,1198.1696444960899,0.0009061424061655998,103.33725032955408,PASS,accepted-background
gpu-6000d-46-dual-tp2-dp2-epon-dsv4-node8-8192-1024-c32-c32-r02-replica-0,gpu-6000d-46,dual-tp2-dp2-epon,dsv4-node8-8192-1024-c32,performance,replica-0,"0,1,2,3",2,2,1,2,on,64,8192,32768,32,16,2,64,0,103.33815647196025,634.1897536926017,0.6193259313404313,524288,65536,3898.9313128695358,6302.526560937986,21.424377357240363,23.64968661253476,21.424377762674073,20.49373991321772,25816.069349326426,27975.778258568607,599.0848222480449,0.0009061424061655998,103.33725032955408,PASS,accepted-background
gpu-6000d-46-dual-tp2-dp2-epon-dsv4-node8-8192-1024-c32-c32-r02-replica-1,gpu-6000d-46,dual-tp2-dp2-epon,dsv4-node8-8192-1024-c32,performance,replica-1,"4,5,6,7",2,2,1,2,on,64,8192,32768,32,16,2,64,0,109.39261805685237,599.0897847050368,0.5850486178760125,524288,65536,3771.410368848592,6793.582250736649,23.027764029208516,26.699156920723286,23.027764236640877,23.613227857276794,27328.812970728904,30490.23553233128,599.0848222480449,0.0009061424061655998,103.33725032955408,PASS,accepted-background
gpu-6000d-46-dual-tp2-dp2-epon-dsv4-node8-8192-1024-c32-c32-r03-node,gpu-6000d-46,dual-tp2-dp2-epon,dsv4-node8-8192-1024-c32,performance,node,"0,1,2,3,4,5,6,7",2,2,1,2,on,64,8192,32768,32,32,3,128,0,133.0489839897491,985.1409313287096,0.962051690750693,1048576,131072,4465.166042726196,10603.71688969899,24.739043743608274,31.823920460080117,24.739044169262463,24.279047991149127,29773.20779243746,41894.805676606484,985.1409313287096,0.0005651689134538174,105.2795742941089,PASS,accepted-background
gpu-6000d-46-dual-tp2-dp2-epon-dsv4-node8-8192-1024-c32-c32-r03-replica-0,gpu-6000d-46,dual-tp2-dp2-epon,dsv4-node8-8192-1024-c32,performance,replica-0,"0,1,2,3",2,2,1,2,on,64,8192,32768,32,16,3,64,0,105.28013946302235,622.4915766094542,0.6079019302826701,524288,65536,3763.951885892311,6797.760894987728,22.0299017077167,24.177247430730468,22.029902259771983,21.073710848577317,26300.541332886496,30542.33543956652,492.5704656643548,0.0005651689134538174,105.2795742941089,PASS,accepted-background
gpu-6000d-46-dual-tp2-dp2-epon-dsv4-node8-8192-1024-c32-c32-r03-replica-1,gpu-6000d-46,dual-tp2-dp2-epon,dsv4-node8-8192-1024-c32,performance,replica-1,"4,5,6,7",2,2,1,2,on,64,8192,32768,32,16,3,64,0,133.04841882083565,492.5725580267996,0.48102788869804647,524288,65536,5166.380199560081,11401.938052102923,27.44818577949985,32.22980600088027,27.448186078752943,24.658672837540504,33245.874251988425,41897.69267644733,492.5704656643548,0.0005651689134538174,105.2795742941089,PASS,accepted-background
gpu-6000d-46-dual-tp2-dp2-epon-dsv4-node8-8192-1024-c64-c64-r01-node,gpu-6000d-46,dual-tp2-dp2-epon,dsv4-node8-8192-1024-c64,performance,node,"0,1,2,3,4,5,6,7",2,2,1,2,on,64,8192,32768,64,64,1,256,0,159.9638424096629,1638.7703374157304,1.6003616576325492,2097152,262144,4944.10269643231,11908.942974405363,30.892972933617,33.47498392399477,30.892973271863678,25.80726232845336,36547.6140075225,44314.931500470266,1638.7703374157304,0.0008545336313545704,146.38154669711366,PASS,accepted-background
gpu-6000d-46-dual-tp2-dp2-epon-dsv4-node8-8192-1024-c64-c64-r01-replica-0,gpu-6000d-46,dual-tp2-dp2-epon,dsv4-node8-8192-1024-c64,performance,replica-0,"0,1,2,3",2,2,1,2,on,64,8192,32768,64,32,1,128,0,159.9638424096629,819.3851687078652,0.8001808288162746,1048576,131072,5017.949500037503,12223.37433365173,30.80966212847801,33.655093003106266,30.809662318997145,26.19422110728919,36536.233857470506,43715.44792030472,819.3851687078652,0.0008545336313545704,146.38154669711366,PASS,accepted-background
gpu-6000d-46-dual-tp2-dp2-epon-dsv4-node8-8192-1024-c64-c64-r01-replica-1,gpu-6000d-46,dual-tp2-dp2-epon,dsv4-node8-8192-1024-c64,performance,replica-1,"4,5,6,7",2,2,1,2,on,64,8192,32768,64,32,1,128,0,146.38154669711366,895.4134107573578,0.8744271589427323,1048576,131072,4870.255892827117,11706.507226801477,30.976283738755985,33.26573037617054,30.97628422473021,25.52110410761088,36558.99415757449,44315.27174427174,819.3851687078652,0.0008545336313545704,146.38154669711366,PASS,accepted-background
gpu-6000d-46-dual-tp2-dp2-epon-dsv4-node8-8192-1024-c64-c64-r02-node,gpu-6000d-46,dual-tp2-dp2-epon,dsv4-node8-8192-1024-c64,performance,node,"0,1,2,3,4,5,6,7",2,2,1,2,on,64,8192,32768,64,64,2,256,0,161.8649235391058,1619.5232065622126,1.5815656314084108,2097152,262144,5111.211178043959,12503.2718249131,31.079245025137713,33.69907176935497,31.079245534835263,25.916127767413855,36905.27883875984,45057.166025741026,1619.5232065622126,0.0004820642061531544,160.57280624099076,PASS,accepted-background
