sample_id,node,configuration,workload,purpose,scope,gpu_group,deployment_count,tp,pp,dp,ep,global_capacity,prefill_tokens_per_rank,prefill_tokens_service,global_concurrency,concurrency,repetition,successful_requests,failed_requests,duration_s,output_tokens_per_s,requests_per_s,actual_input_tokens,actual_output_tokens,mean_ttft_ms,p95_ttft_ms,mean_tpot_ms,p95_tpot_ms,mean_itl_ms,p95_itl_ms,mean_e2el_ms,p95_e2el_ms,output_tokens_per_s_common_window,start_skew_s,overlap_s,runner_gate,resource_status
gpu-6000d-48-tp8-dsv4-node8-8192-1024-c32-c32-r01-node,gpu-6000d-48,tp8,dsv4-node8-8192-1024-c32,performance,node,"0,1,2,3,4,5,6,7",1,8,1,1,off,64,8192,8192,32,32,1,128,0,214.22795965196565,611.8342358903074,0.5974943709866283,1048576,131072,9188.309447177744,29373.24952941854,43.31688877215362,48.81958367914336,43.31688924108304,20.35421011969447,53501.486661090894,77110.49208992627,611.8342358903074,0.0,214.22795965196565,PASS,accepted-background
gpu-6000d-48-tp8-dsv4-node8-8192-1024-c32-c32-r01-replica-0,gpu-6000d-48,tp8,dsv4-node8-8192-1024-c32,performance,replica-0,"0,1,2,3,4,5,6,7",1,8,1,1,off,64,8192,8192,32,32,1,128,0,214.22795965196565,611.8342358903074,0.5974943709866283,1048576,131072,9188.309447177744,29373.249529418525,43.31688877215362,48.819583679143356,43.31688924108304,20.35421011969447,53501.486661090894,77110.49208992625,611.8342358903074,0.0,214.22795965196565,PASS,accepted-background
gpu-6000d-48-tp8-dsv4-node8-8192-1024-c32-c32-r02-node,gpu-6000d-48,tp8,dsv4-node8-8192-1024-c32,performance,node,"0,1,2,3,4,5,6,7",1,8,1,1,off,64,8192,8192,32,32,2,128,0,213.86759004322812,612.8651843577935,0.5985011565994077,1048576,131072,9182.476832917018,29306.768307462342,43.23390999277812,48.620402119404666,43.233910323560366,20.187567826360468,53410.76675552904,77520.51356113516,612.8651843577935,0.0,213.86759004322812,PASS,accepted-background
gpu-6000d-48-tp8-dsv4-node8-8192-1024-c32-c32-r02-replica-0,gpu-6000d-48,tp8,dsv4-node8-8192-1024-c32,performance,replica-0,"0,1,2,3,4,5,6,7",1,8,1,1,off,64,8192,8192,32,32,2,128,0,213.86759004322812,612.8651843577935,0.5985011565994077,1048576,131072,9182.476832917018,29306.768307462324,43.23390999277812,48.62040211940466,43.233910323560366,20.187567826360464,53410.76675552904,77520.51356113514,612.8651843577935,0.0,213.86759004322812,PASS,accepted-background
gpu-6000d-48-tp8-dsv4-node8-8192-1024-c32-c32-r03-node,gpu-6000d-48,tp8,dsv4-node8-8192-1024-c32,performance,node,"0,1,2,3,4,5,6,7",1,8,1,1,off,64,8192,8192,32,32,3,128,0,214.5024239239283,611.0513699671931,0.596729853483587,1048576,131072,9411.51093454755,29279.43159814459,43.16593019336723,48.65222959886173,43.165930770938154,20.474303979426622,53570.257522362226,76566.14731051959,611.0513699671931,0.0,214.5024239239283,PASS,accepted-background
gpu-6000d-48-tp8-dsv4-node8-8192-1024-c32-c32-r03-replica-0,gpu-6000d-48,tp8,dsv4-node8-8192-1024-c32,performance,replica-0,"0,1,2,3,4,5,6,7",1,8,1,1,off,64,8192,8192,32,32,3,128,0,214.5024239239283,611.0513699671931,0.596729853483587,1048576,131072,9411.51093454755,29279.431598144572,43.165930193367224,48.65222959886173,43.165930770938154,20.474303979426622,53570.257522362226,76566.14731051958,611.0513699671931,0.0,214.5024239239283,PASS,accepted-background
gpu-6000d-48-tp8-dsv4-node8-8192-1024-c64-c64-r01-node,gpu-6000d-48,tp8,dsv4-node8-8192-1024-c64,performance,node,"0,1,2,3,4,5,6,7",1,8,1,1,off,64,8192,8192,64,64,1,256,0,384.3795079132542,681.9926520618784,0.6660084492791781,2097152,262144,14270.412601666976,57638.534595724195,79.84981062721482,88.93388471821504,79.84981100448887,434.0445338515565,95956.76887330774,147904.03511864133,681.9926520618784,0.0,384.3795079132542,PASS,accepted-background
gpu-6000d-48-tp8-dsv4-node8-8192-1024-c64-c64-r01-replica-0,gpu-6000d-48,tp8,dsv4-node8-8192-1024-c64,performance,replica-0,"0,1,2,3,4,5,6,7",1,8,1,1,off,64,8192,8192,64,64,1,256,0,384.3795079132542,681.9926520618784,0.6660084492791781,2097152,262144,14270.412601666976,57638.534595724195,79.84981062721482,88.93388471821504,79.84981100448887,434.0445338515565,95956.76887330774,147904.03511864133,681.9926520618784,0.0,384.3795079132542,PASS,accepted-background
gpu-6000d-48-tp8-dsv4-node8-8192-1024-c64-c64-r02-node,gpu-6000d-48,tp8,dsv4-node8-8192-1024-c64,performance,node,"0,1,2,3,4,5,6,7",1,8,1,1,off,64,8192,8192,64,64,2,256,0,384.4667402948253,681.837913466785,0.6658573373699073,2097152,262144,14517.362893102472,57488.53471898474,79.62944287415883,88.68817259186109,79.62944320575187,418.5228859074414,95978.28295336694,145060.62168290373,681.837913466785,0.0,384.4667402948253,PASS,accepted-background
gpu-6000d-48-tp8-dsv4-node8-8192-1024-c64-c64-r02-replica-0,gpu-6000d-48,tp8,dsv4-node8-8192-1024-c64,performance,replica-0,"0,1,2,3,4,5,6,7",1,8,1,1,off,64,8192,8192,64,64,2,256,0,384.4667402948253,681.837913466785,0.6658573373699073,2097152,262144,14517.362893102472,57488.53471898474,79.62944287415883,88.68817259186109,79.62944320575187,418.5228859074414,95978.28295336694,145060.62168290373,681.837913466785,0.0,384.4667402948253,PASS,accepted-background
gpu-6000d-48-tp8-dsv4-node8-8192-1024-c64-c64-r03-node,gpu-6000d-48,tp8,dsv4-node8-8192-1024-c64,performance,node,"0,1,2,3,4,5,6,7",1,8,1,1,off,64,8192,8192,64,64,3,256,0,385.08886457886547,680.7363809043961,0.6647816219769493,2097152,262144,14541.54656627179,57645.878896233626,79.75959985147215,88.54288460023588,79.75960009879958,422.55151518620545,96135.6172143278,145560.90082414448,680.7363809043961,0.0,385.08886457886547,PASS,accepted-background
gpu-6000d-48-tp8-dsv4-node8-8192-1024-c64-c64-r03-replica-0,gpu-6000d-48,tp8,dsv4-node8-8192-1024-c64,performance,replica-0,"0,1,2,3,4,5,6,7",1,8,1,1,off,64,8192,8192,64,64,3,256,0,385.08886457886547,680.7363809043961,0.6647816219769493,2097152,262144,14541.54656627179,57645.878896233626,79.75959985147216,88.54288460023588,79.75960009879958,422.55151518620545,96135.6172143278,145560.90082414448,680.7363809043961,0.0,385.08886457886547,PASS,accepted-background
gpu-6000d-48-tp4-pp2-dsv4-node8-8192-1024-c32-c32-r01-node,gpu-6000d-48,tp4-pp2,dsv4-node8-8192-1024-c32,performance,node,"0,1,2,3,4,5,6,7",1,4,2,1,off,64,8192,8192,32,32,1,128,0,195.65877980180085,669.900937401193,0.6542001341808525,1048576,131072,4303.9216317665705,12169.623715057971,43.55924204289187,46.342243877638275,43.5592424687132,36.52656951453537,48865.026241644955,55401.27953737974,669.900937401193,0.0,195.65877980180085,PASS,accepted-background
gpu-6000d-48-tp4-pp2-dsv4-node8-8192-1024-c32-c32-r01-replica-0,gpu-6000d-48,tp4-pp2,dsv4-node8-8192-1024-c32,performance,replica-0,"0,1,2,3,4,5,6,7",1,4,2,1,off,64,8192,8192,32,32,1,128,0,195.65877980180085,669.900937401193,0.6542001341808525,1048576,131072,4303.9216317665705,12169.623715057965,43.55924204289187,46.342243877638275,43.5592424687132,36.52656951453537,48865.026241644955,55401.279537379734,669.900937401193,0.0,195.65877980180085,PASS,accepted-background
gpu-6000d-48-tp4-pp2-dsv4-node8-8192-1024-c32-c32-r02-node,gpu-6000d-48,tp4-pp2,dsv4-node8-8192-1024-c32,performance,node,"0,1,2,3,4,5,6,7",1,4,2,1,off,64,8192,8192,32,32,2,128,0,195.37228474300355,670.8832840462229,0.6551594570763896,1048576,131072,4114.68380651786,12166.06478071772,43.67434368667754,46.422641336479074,43.67434430493835,36.14820376969874,48793.537397988985,55362.15723932256,670.8832840462229,0.0,195.37228474300355,PASS,accepted-background
